"","Round","Generation","Best Candidate Fitness","Best Candidate Standard Deviation","Mean Fitness","Elapsed Time(Milli Second)","Best Candidate","Method Name"
"963",10,960,8,0,8,876,"[[284, 2], [73, 9], [24, 9], [8, 2], [5, 1], [3934, 62540679], [43, 3], [18, 3], [41, 21], [60, 2]]","isQualifiedForRetirement"
"964",10,961,8,0,8,877,"[[3934, 62540679], [18, 3], [60, 2], [284, 2], [8, 2], [24, 9], [5, 1], [41, 21], [43, 3], [73, 9]]","isQualifiedForRetirement"
"965",10,962,8,0,8,878,"[[284, 2], [24, 9], [60, 2], [8, 2], [3934, 62540679], [73, 9], [43, 3], [18, 3], [41, 21], [5, 1]]","isQualifiedForRetirement"
"966",10,963,8,0,8,879,"[[43, 3], [8, 2], [73, 9], [5, 1], [3934, 62540679], [284, 2], [24, 9], [60, 2], [18, 3], [41, 21]]","isQualifiedForRetirement"
"967",10,964,8,0,8,879,"[[73, 9], [41, 21], [43, 3], [60, 2], [3934, 62540679], [18, 3], [8, 2], [5, 1], [284, 2], [24, 9]]","isQualifiedForRetirement"
"968",10,965,8,0,8,880,"[[73, 9], [60, 2], [24, 9], [8, 2], [41, 21], [18, 3], [5, 1], [284, 2], [43, 3], [3934, 62540679]]","isQualifiedForRetirement"
"969",10,966,8,0,8,881,"[[284, 2], [3934, 62540679], [5, 1], [18, 3], [60, 2], [8, 2], [41, 21], [24, 9], [73, 9], [43, 3]]","isQualifiedForRetirement"
"970",10,967,8,0,8,882,"[[18, 3], [3934, 62540679], [60, 2], [43, 3], [284, 2], [73, 9], [24, 9], [8, 2], [5, 1], [41, 21]]","isQualifiedForRetirement"
"971",10,968,8,0,8,882,"[[43, 3], [18, 3], [284, 2], [73, 9], [8, 2], [24, 9], [60, 2], [41, 21], [5, 1], [3934, 62540679]]","isQualifiedForRetirement"
"972",10,969,8,0,8,883,"[[24, 9], [60, 2], [43, 3], [8, 2], [5, 1], [284, 2], [73, 9], [3934, 62540679], [18, 3], [41, 21]]","isQualifiedForRetirement"
"973",10,971,8,0,8,884,"[[43, 3], [3934, 62540679], [8, 2], [41, 21], [18, 3], [60, 2], [73, 9], [5, 1], [24, 9], [284, 2]]","isQualifiedForRetirement"
"974",10,972,8,0,8,885,"[[73, 9], [284, 2], [5, 1], [8, 2], [43, 3], [41, 21], [60, 2], [24, 9], [3934, 62540679], [18, 3]]","isQualifiedForRetirement"
"975",10,973,8,0,8,885,"[[24, 9], [3934, 62540679], [5, 1], [41, 21], [73, 9], [18, 3], [284, 2], [43, 3], [60, 2], [8, 2]]","isQualifiedForRetirement"
"976",10,974,8,0,8,886,"[[284, 2], [5, 1], [8, 2], [60, 2], [24, 9], [73, 9], [3934, 62540679], [18, 3], [43, 3], [41, 21]]","isQualifiedForRetirement"
"977",10,975,8,0,8,887,"[[284, 2], [5, 1], [18, 3], [8, 2], [60, 2], [73, 9], [24, 9], [3934, 62540679], [41, 21], [43, 3]]","isQualifiedForRetirement"
"978",10,976,8,0,8,887,"[[41, 21], [24, 9], [284, 2], [43, 3], [18, 3], [73, 9], [3934, 62540679], [8, 2], [5, 1], [60, 2]]","isQualifiedForRetirement"
"979",10,977,8,0,8,888,"[[3934, 62540679], [284, 2], [18, 3], [60, 2], [5, 1], [41, 21], [8, 2], [43, 3], [73, 9], [24, 9]]","isQualifiedForRetirement"
"980",10,978,8,0,8,889,"[[41, 21], [24, 9], [43, 3], [18, 3], [73, 9], [60, 2], [3934, 62540679], [5, 1], [284, 2], [8, 2]]","isQualifiedForRetirement"
"981",10,979,8,0,8,890,"[[41, 21], [3934, 62540679], [73, 9], [8, 2], [18, 3], [43, 3], [284, 2], [60, 2], [5, 1], [24, 9]]","isQualifiedForRetirement"
"982",10,980,8,0,8,890,"[[284, 2], [73, 9], [60, 2], [24, 9], [18, 3], [41, 21], [5, 1], [3934, 62540679], [43, 3], [8, 2]]","isQualifiedForRetirement"
"983",10,982,8,0,8,891,"[[284, 2], [60, 2], [73, 9], [41, 21], [18, 3], [5, 1], [24, 9], [3934, 62540679], [43, 3], [8, 2]]","isQualifiedForRetirement"
"984",10,983,8,0,8,892,"[[43, 3], [24, 9], [41, 21], [18, 3], [5, 1], [3934, 62540679], [284, 2], [8, 2], [73, 9], [60, 2]]","isQualifiedForRetirement"
"985",10,984,8,0,8,893,"[[43, 3], [24, 9], [41, 21], [18, 3], [5, 1], [3934, 62540679], [284, 2], [73, 9], [8, 2], [60, 2]]","isQualifiedForRetirement"
"986",10,985,8,0,8,893,"[[18, 3], [43, 3], [284, 2], [73, 9], [24, 9], [8, 2], [5, 1], [3934, 62540679], [60, 2], [41, 21]]","isQualifiedForRetirement"
"987",10,986,8,0,8,894,"[[284, 2], [43, 3], [3934, 62540679], [73, 9], [5, 1], [41, 21], [60, 2], [8, 2], [18, 3], [24, 9]]","isQualifiedForRetirement"
"988",10,987,8,0,8,895,"[[41, 21], [43, 3], [8, 2], [24, 9], [5, 1], [3934, 62540679], [73, 9], [284, 2], [60, 2], [18, 3]]","isQualifiedForRetirement"
"989",10,988,8,0,8,896,"[[43, 3], [18, 3], [284, 2], [3934, 62540679], [41, 21], [5, 1], [8, 2], [60, 2], [73, 9], [24, 9]]","isQualifiedForRetirement"
"990",10,989,8,0,8,896,"[[73, 9], [24, 9], [41, 21], [5, 1], [18, 3], [60, 2], [43, 3], [284, 2], [8, 2], [3934, 62540679]]","isQualifiedForRetirement"
"991",10,990,8,0,8,897,"[[43, 3], [18, 3], [24, 9], [73, 9], [5, 1], [41, 21], [60, 2], [8, 2], [3934, 62540679], [284, 2]]","isQualifiedForRetirement"
"992",10,991,8,0,8,898,"[[284, 2], [18, 3], [3934, 62540679], [5, 1], [41, 21], [8, 2], [73, 9], [43, 3], [60, 2], [24, 9]]","isQualifiedForRetirement"
"993",10,993,8,0,8,898,"[[41, 21], [43, 3], [18, 3], [73, 9], [5, 1], [8, 2], [24, 9], [60, 2], [284, 2], [3934, 62540679]]","isQualifiedForRetirement"
"994",10,994,8,0,8,899,"[[24, 9], [41, 21], [18, 3], [60, 2], [3934, 62540679], [8, 2], [284, 2], [73, 9], [43, 3], [5, 1]]","isQualifiedForRetirement"
"995",10,995,8,0,8,900,"[[8, 2], [60, 2], [43, 3], [41, 21], [3934, 62540679], [73, 9], [5, 1], [284, 2], [18, 3], [24, 9]]","isQualifiedForRetirement"
"996",10,996,8,0,8,901,"[[5, 1], [43, 3], [8, 2], [41, 21], [73, 9], [3934, 62540679], [24, 9], [18, 3], [60, 2], [284, 2]]","isQualifiedForRetirement"
"997",10,997,8,0,8,902,"[[43, 3], [18, 3], [8, 2], [24, 9], [5, 1], [3934, 62540679], [73, 9], [284, 2], [41, 21], [60, 2]]","isQualifiedForRetirement"
"998",10,998,8,0,8,902,"[[24, 9], [43, 3], [3934, 62540679], [41, 21], [8, 2], [5, 1], [73, 9], [60, 2], [18, 3], [284, 2]]","isQualifiedForRetirement"
"999",10,999,8,0,8,903,"[[18, 3], [41, 21], [3934, 62540679], [24, 9], [5, 1], [284, 2], [8, 2], [73, 9], [43, 3], [60, 2]]","isQualifiedForRetirement"
"1000",10,1000,8,0,8,904,"[[41, 21], [8, 2], [43, 3], [284, 2], [3934, 62540679], [5, 1], [60, 2], [73, 9], [24, 9], [18, 3]]","isQualifiedForRetirement"
"1001",10,1001,8,0,8,905,"[[60, 2], [3934, 62540679], [43, 3], [5, 1], [8, 2], [18, 3], [41, 21], [24, 9], [284, 2], [73, 9]]","isQualifiedForRetirement"
"1002",10,1002,8,0,8,905,"[[5, 1], [43, 3], [3934, 62540679], [24, 9], [18, 3], [60, 2], [41, 21], [73, 9], [8, 2], [284, 2]]","isQualifiedForRetirement"
"3102",1,1,0,1.32680066324976,2.14,6,"[[955969], [165146023], [818], [346203], [422823], [9717], [770280], [290267], [9532227], [243272368]]","setMemberAge"
"4102",1,2,0,1.27577427470536,2.82,7,"[[7086239], [2689], [46688], [94537403], [365813392], [5273], [4216934], [14270], [493397], [21175074]]","setMemberAge"
"5102",1,3,1,1.12694276695846,3.5,9,"[[4185451], [4546214], [8328], [5], [4117951], [5687374], [8815], [211], [68673044], [119702]]","setMemberAge"
"6102",1,4,1,1.21243556529821,4.1,10,"[[897], [811879871], [7718876], [86881298], [1], [778540829], [6563424], [158], [48553], [0]]","setMemberAge"
"7102",1,7,2,1.13912246927185,4.68,11,"[[406381], [1], [3248], [21], [1504295], [676], [3829091], [659368001], [0], [62263060]]","setMemberAge"
"8102",1,8,2,1.19478031453485,5.35,13,"[[28616], [54], [1464479], [401060], [5334822], [387382], [48553], [546], [26], [8085]]","setMemberAge"
"9102",1,9,4,0.959739548002477,6.17,14,"[[6991042], [94], [60], [1162], [5], [95590], [12854], [59], [34855], [8085]]","setMemberAge"
"1015",1,10,3,1.04096109437385,6.58,15,"[[41723], [9187637], [533], [9], [623831934], [553485756], [8], [110], [659368001], [699201988]]","setMemberAge"
"1113",1,11,5,1.10140818954645,7.13,17,"[[34855], [451117], [84], [401060], [5], [8], [55471], [7], [8085], [94]]","setMemberAge"
"1212",1,33,5,0.904212364436586,7.68,18,"[[6991042], [6862719], [6], [5], [95590], [59], [1], [401060], [94], [8085]]","setMemberAge"
"1312",1,12,6,0.874985714169094,8.12,19,"[[401060], [6], [377160], [1], [6862719], [1], [5], [6153], [22], [59]]","setMemberAge"
"1412",1,13,7,0.790632658065678,8.57,21,"[[401060], [8085], [6862719], [5], [2], [1], [66], [94], [59], [52]]","setMemberAge"
"1512",1,14,7,0.762823701781741,8.91,22,"[[8085], [5], [29], [401060], [553485756], [5], [4], [7], [52], [94]]","setMemberAge"
"1612",1,15,7,0.71239034243875,9.25,23,"[[8085], [92], [58855936], [5], [318596875], [4], [94], [7], [66], [10]]","setMemberAge"
"1712",1,16,8,0.522589705218158,9.63,25,"[[6563424], [50], [9], [2], [4], [1], [5], [50], [6153], [5]]","setMemberAge"
"1812",1,17,8,0.437721372564786,9.78,26,"[[50], [6], [8085], [6862719], [7], [94], [5], [1], [1], [5]]","setMemberAge"
"1912",1,18,9,0.217944947177034,9.95,28,"[[6], [10], [6862719], [5], [3], [59], [94], [50], [1], [7]]","setMemberAge"
"2012",1,19,10,0,10,30,"[[5], [9], [94], [7], [7], [2], [66], [6], [50], [1]]","setMemberAge"
"3103",2,1,0,1.10453610171873,2.2,3,"[[4112], [54194018], [59717368], [93015473], [282], [7777221], [87120628], [601], [6589], [47776]]","setMemberAge"
"4103",2,2,0,1.43582728766381,2.72,4,"[[2300723], [281], [83334], [777], [982], [13], [4412072], [63905375], [604890], [2110889]]","setMemberAge"
"5103",2,3,0,1.31647255953172,3.37,5,"[[500891014], [8121256], [16836], [0], [565094], [39869], [4982], [191621046], [2509012], [499]]","setMemberAge"
"6103",2,4,1,1.20929731662648,4.24,7,"[[4255], [8262073], [79245], [3687163], [1], [64016796], [2401619], [446254], [316], [291519]]","setMemberAge"
"7103",2,7,2,1.28062484748657,4.8,9,"[[1553], [3687163], [8262073], [79245], [9428], [62626216], [42], [6], [9256057], [8345545]]","setMemberAge"
"8103",2,8,2,1.22682517091882,5.43,11,"[[976392488], [20], [94955759], [6947389], [885785], [5504], [8506], [335537], [358], [98]]","setMemberAge"
"9103",2,9,3,1.113552872566,6.2,12,"[[6567377], [24887], [314456357], [403990821], [5], [3558727], [7], [9299], [9], [8506]]","setMemberAge"
"1016",2,10,4,1.12583302491977,6.65,13,"[[71909538], [56], [2], [9], [70819], [714], [66], [8506], [91105], [524446]]","setMemberAge"
"1114",2,11,4,1.00054984883313,7.17,14,"[[23], [155], [2], [52575950], [777], [5504], [4], [8506], [71], [500891014]]","setMemberAge"
"1213",2,33,5,1.0313098467483,7.58,16,"[[23], [3492], [5], [80], [4], [7325], [7797], [66], [6740487], [7685576]]","setMemberAge"
"1313",2,12,6,1.00816665289028,8.06,17,"[[9], [2], [6972351], [4], [885785], [336237], [2], [1207747], [71], [2]]","setMemberAge"
"1413",2,13,6,0.95807097858144,8.39,18,"[[6567377], [40], [7], [5], [339112], [336237], [2], [71], [56], [1207747]]","setMemberAge"
"1513",2,14,7,0.872009174263664,8.86,20,"[[40], [3492], [5], [565094], [9], [7], [2], [71], [8042], [74]]","setMemberAge"
"1613",2,15,7,0.712460525222275,9.18,22,"[[56], [79312], [71909538], [5], [4], [7], [62], [8042], [75], [57]]","setMemberAge"
"1713",2,16,7,0.697423830966508,9.44,23,"[[82], [6740487], [80], [7325], [1], [66], [5], [1207747], [74], [56]]","setMemberAge"
"1813",2,17,8,0.447213595499957,9.8,24,"[[75], [5], [9], [20], [1], [7325], [36], [57], [8042], [40]]","setMemberAge"
"1913",2,18,8,0.276405499221706,9.94,26,"[[75], [5], [20], [9], [1], [7325], [36], [7], [8042], [40]]","setMemberAge"
"2013",2,19,10,0,10,27,"[[82], [80], [36], [7], [1], [5], [20], [66], [7], [8]]","setMemberAge"
"3104",3,1,0,1.09448618081728,2.11,2,"[[9376513], [904], [7161627], [87343005], [822], [5890], [6216], [0], [526062], [70744]]","setMemberAge"
"4104",3,2,0,1.15429632244065,2.74,3,"[[752013], [933002], [4782886], [649], [351], [6405], [313661], [5956], [774619], [51797]]","setMemberAge"
"5104",3,3,1,1.08425089347438,3.38,4,"[[721], [642880042], [433], [15045591], [4171], [347130], [8827], [256006126], [3], [72832]]","setMemberAge"
"6104",3,4,0,1.20212312181407,3.93,5,"[[2890], [52030], [13], [1647], [45083748], [8081045], [69503], [6305], [6106], [2692717]]","setMemberAge"
"7104",3,7,2,1.09082537557576,4.49,6,"[[461698], [60], [77009363], [72240696], [34873], [163], [73], [24131961], [981224172], [10649248]]","setMemberAge"
"8104",3,8,2,1.14450862818941,5.01,8,"[[155215], [6819295], [6546], [502], [6044], [71], [347130], [43], [99981], [832580287]]","setMemberAge"
"9104",3,9,3,1.15840407457847,5.41,9,"[[112], [9063482], [8], [155215], [972], [6], [116628], [92850080], [99981], [1913]]","setMemberAge"
"1017",3,10,3,1.14612390255155,6.08,10,"[[94], [654807], [9063482], [0], [116628], [211], [7], [2179], [65], [274185931]]","setMemberAge"
"1115",3,11,3,1.15256236273791,6.46,11,"[[5], [3], [9063482], [1913], [8317], [81], [840608], [9227], [1986696], [564192]]","setMemberAge"
"1214",3,33,5,0.94572723340295,7.16,13,"[[274185931], [5], [6], [89], [30], [474556], [9227], [2992], [2179], [94]]","setMemberAge"
"1314",3,12,5,0.99498743710662,7.5,13,"[[3976], [73831230], [57], [4778226], [7], [218543], [95], [2], [2], [72832]]","setMemberAge"
"1414",3,13,5,1.06672395679482,7.89,14,"[[3], [258170], [51], [81], [474556], [112036260], [2], [218543], [2], [72832]]","setMemberAge"
"1514",3,14,6,0.940797534010373,8.43,15,"[[258170], [90], [6], [7], [21], [92], [335778], [93], [507], [53934]]","setMemberAge"
"1614",3,15,6,0.842080756222347,8.97,16,"[[763209654], [10], [10], [50], [547067], [112036260], [7], [1], [23], [69973529]]","setMemberAge"
"1714",3,16,8,0.705620294492724,9.39,17,"[[1986696], [3], [6], [3], [89], [3], [7], [507], [50], [5]]","setMemberAge"
"1814",3,17,8,0.5,9.7,18,"[[23], [51], [5], [7], [95], [80], [4], [335778], [90], [3976]]","setMemberAge"
"1914",3,18,8,0.354400902933387,9.88,19,"[[94], [112], [89], [7], [81], [31], [4], [335778], [3976], [90]]","setMemberAge"
"2014",3,19,9,0.14,9.98,20,"[[8], [2], [10], [81], [5], [30], [93], [335778], [3], [23]]","setMemberAge"
"2112",3,20,10,0,10,21,"[[50], [51], [7], [81], [89], [7], [3], [93], [1], [1]]","setMemberAge"
"3105",4,1,0,1.12689839825958,2.01,3,"[[691833502], [4854292], [491248433], [9528], [1935233], [15568], [9840], [238852196], [832548423], [38653]]","setMemberAge"
"4105",4,2,0,1.22163824432604,2.74,4,"[[873411], [87318691], [286], [86630], [1117701], [957469], [23283], [3363], [909], [480074766]]","setMemberAge"
"5105",4,3,0,1.18220133649053,3.32,5,"[[521], [6354], [410191022], [80531], [408320995], [13312510], [5822], [4427779], [307166], [7805004]]","setMemberAge"
"6105",4,4,0,1.27322425361756,3.83,5,"[[6750], [698133], [758], [353], [2494], [19], [4427779], [799270], [268], [439176839]]","setMemberAge"
"7105",4,7,1,1.27608777127594,4.54,6,"[[3], [6750], [348550800], [315562148], [166574610], [19], [4427779], [799270], [268], [439176839]]","setMemberAge"
"8105",4,8,2,1.2826145173044,5.43,7,"[[78753], [705], [77336578], [87], [5581280], [68], [3942], [88716], [683], [340824]]","setMemberAge"
"9105",4,9,3,1.21391927243948,5.92,8,"[[340824], [39], [705], [574291336], [10169], [6], [4427779], [799270], [7], [6515]]","setMemberAge"
"1018",4,10,4,1.11763142403925,6.53,9,"[[845423], [70764], [3], [69001], [110], [92], [0], [8], [6515], [143588]]","setMemberAge"
"1116",4,11,5,1.05527247666183,7.08,10,"[[9], [5], [3], [77336578], [68], [59450], [31], [674360], [899], [70764]]","setMemberAge"
"1215",4,33,5,0.8529361054616,7.55,11,"[[21], [19955], [5], [84468], [5], [53581], [8902169], [8], [69000867], [9]]","setMemberAge"
"1315",4,12,6,0.926498785752038,7.96,12,"[[842824], [5], [845423], [408320995], [53581], [87], [6], [42], [8], [27]]","setMemberAge"
"1415",4,13,5,0.926066952223219,8.32,13,"[[6], [87], [792928], [93923838], [48392825], [68], [143588], [9], [842824], [3]]","setMemberAge"
"1515",4,14,7,0.775306391048081,8.67,14,"[[48], [21], [71], [5], [1], [8445], [52], [110], [62055795], [19955]]","setMemberAge"
"1615",4,15,7,0.786384130053502,9.04,15,"[[70764], [5], [68], [93923838], [5581280], [3], [39], [48], [8], [7]]","setMemberAge"
"1715",4,16,8,0.567362318100171,9.41,16,"[[9], [3], [68], [72], [143588], [68], [31], [4], [800], [4]]","setMemberAge"
"1815",4,17,8,0.50754310161798,9.68,17,"[[68], [71], [348550800], [8], [3], [8], [93923838], [9], [6], [3]]","setMemberAge"
"1915",4,18,9,0.286181760425084,9.91,18,"[[21], [8], [8], [92], [68], [3], [5581280], [29], [8], [72]]","setMemberAge"
"2015",4,19,9,0.099498743710662,9.99,19,"[[8], [5], [3], [92], [31], [4], [6515], [29], [6], [85]]","setMemberAge"
"2113",4,20,10,0,10,20,"[[4], [27], [3], [1], [1], [39], [4], [8], [82], [85]]","setMemberAge"
"3106",5,1,0,1.35273796427838,2.01,2,"[[602635652], [61543254], [65649], [7523], [86738], [633], [2470], [814], [137610487], [30227504]]","setMemberAge"
"4106",5,2,0,1.25299640861417,2.7,3,"[[300610], [635738465], [109183096], [0], [6452339], [225669963], [732334947], [93725], [346808165], [3341]]","setMemberAge"
"5106",5,3,0,1.43425939076584,3.27,4,"[[91181], [53010], [17664], [16], [222884647], [95000484], [57467], [623615], [90709], [640]]","setMemberAge"
"6106",5,4,2,1.21424873893284,4.16,5,"[[67], [12093593], [2], [8448099], [341856], [25881], [2069], [4481875], [719554480], [99467]]","setMemberAge"
"7106",5,7,2,1.29290370871152,4.78,6,"[[67], [12093593], [2], [8448099], [341856], [25881], [7079], [2069], [719554480], [99467]]","setMemberAge"
"8106",5,8,2,1.20743529847359,5.39,6,"[[723401], [925], [7875509], [47535], [797], [6881480], [69], [53], [96022], [18552]]","setMemberAge"
"9106",5,9,2,1.27636201761099,6.03,7,"[[968962], [94516559], [1], [680], [34859], [84321549], [5210], [27979774], [716746], [7]]","setMemberAge"
"1019",5,10,4,1.18743420870379,6.7,8,"[[137940], [8263254], [26], [49], [6772749], [31], [486990837], [6913], [7], [247660]]","setMemberAge"
"1117",5,11,4,1.10199818511647,7.16,9,"[[7], [96], [959], [19], [482192], [79131150], [60855], [69], [35], [4472]]","setMemberAge"
"1216",5,33,5,1.02815368501017,7.77,10,"[[39], [635738465], [117], [427], [109183096], [13], [490], [55], [62], [31]]","setMemberAge"
"1316",5,12,6,0.834925146345468,8.23,10,"[[96], [635738465], [109183096], [6772749], [60], [69], [53], [37892], [55], [97]]","setMemberAge"
"1416",5,13,7,0.813080561814141,8.67,11,"[[4], [117], [96], [38], [6772749], [94], [6993690], [60855], [59], [21]]","setMemberAge"
"1516",5,14,7,0.775822144566652,9.09,12,"[[95], [2], [28], [8], [6413303], [6993690], [48396971], [59], [69], [63]]","setMemberAge"
"1616",5,15,7,0.668954408012983,9.45,13,"[[1], [19], [60], [1841975], [38], [1], [1], [6], [62], [372]]","setMemberAge"
"1716",5,16,9,0.443959457608463,9.73,14,"[[97], [96], [9], [48396971], [7], [6], [31], [53], [8], [39]]","setMemberAge"
"1816",5,17,9,0.336303434416004,9.87,14,"[[6993690], [38], [96], [43], [117], [3], [21], [60], [31], [7]]","setMemberAge"
"1916",5,18,9,0.17058722109232,9.97,15,"[[97], [38], [96], [6], [8], [94], [4], [1841975], [1], [2]]","setMemberAge"
"2016",5,19,9,0.099498743710662,9.99,16,"[[4], [96], [8], [53], [31], [96], [48396971], [48], [31], [7]]","setMemberAge"
"2114",5,20,10,0,10,17,"[[8], [28], [46], [2], [96], [9], [60], [97], [1], [38]]","setMemberAge"
"3107",6,1,0,1.27687117596099,2.36,2,"[[975], [3961447], [70203212], [235], [690309], [59762526], [431309509], [326561], [581], [3705]]","setMemberAge"
"4107",6,2,1,1.13221022782874,3.09,3,"[[65048451], [175743], [0], [588347], [377833053], [3012], [13087154], [0], [67977393], [42]]","setMemberAge"
"5107",6,3,2,1.09229116997255,3.63,4,"[[61], [64829], [1001396], [7134796], [927857], [58141], [9413], [352506102], [52], [84106]]","setMemberAge"
"6107",6,4,1,1.33101465055799,4.22,5,"[[7016], [171931], [3229035], [31825], [13290], [96927300], [19785910], [512211754], [9], [9555]]","setMemberAge"
"7107",6,7,1,1.33906683925785,4.87,6,"[[196053], [93], [31825], [541], [21928], [74528481], [783], [909], [957], [8490338]]","setMemberAge"
"8107",6,8,3,1.15217186218029,5.65,7,"[[32], [7], [31825], [716086], [805], [87015], [512211754], [97595], [718649066], [1]]","setMemberAge"
"9107",6,9,3,1.0738249391777,6.13,7,"[[957], [93], [36461], [37], [7115], [825261], [311], [5152220], [714883], [64]]","setMemberAge"
"1020",6,10,3,1.08921990433521,6.56,8,"[[40227036], [64829], [95], [78], [96927300], [512211754], [8], [19785910], [70537], [750]]","setMemberAge"
"1118",6,11,4,1.1441590798486,7.03,9,"[[7], [1916], [3229035], [7], [499], [26], [87015], [70537], [42742288], [4]]","setMemberAge"
"1217",6,33,5,1.06770782520313,7.6,10,"[[95], [6122], [1], [499], [8], [8], [97595], [4], [9344], [9555]]","setMemberAge"
"1317",6,12,4,1.05351791631657,7.99,11,"[[136955709], [64], [13290], [26], [5], [42742288], [301745], [35], [750], [957]]","setMemberAge"
"1417",6,13,6,0.897997772825745,8.56,12,"[[64], [8], [5], [7], [499], [42742288], [8], [32], [9395], [750]]","setMemberAge"
"1517",6,14,7,0.84829240241794,9.02,13,"[[4], [5672], [95], [1], [4], [43484784], [35], [42742288], [6], [7]]","setMemberAge"
"1617",6,15,7,0.726291952316697,9.35,14,"[[8], [64829], [41], [32], [95], [31825], [34], [43484784], [95], [8]]","setMemberAge"
"1717",6,16,8,0.52,9.64,14,"[[7], [8], [8], [1], [78], [95], [923288083], [6], [1], [957]]","setMemberAge"
"1817",6,17,8,0.409389789809174,9.82,15,"[[9], [5], [7], [32], [8], [43484784], [8], [1], [1], [14]]","setMemberAge"
"1917",6,18,9,0.17058722109232,9.97,16,"[[95], [78], [64], [8], [1], [7], [1], [4], [1], [957]]","setMemberAge"
"2017",6,19,10,0,10,17,"[[9], [41], [93], [4], [7], [78], [95], [4], [8], [32]]","setMemberAge"
"3108",7,1,0,1.27812362469364,2.08,2,"[[25821], [3002], [365], [68202], [241324060], [204], [641602], [0], [0], [146120]]","setMemberAge"
"4108",7,2,1,1.18894911581615,2.92,3,"[[26522556], [84649], [397888], [102], [313453], [396], [15], [876867], [226532016], [158483]]","setMemberAge"
"5108",7,3,1,1.33157801123329,3.37,4,"[[393437], [2898902], [343168074], [102], [603], [313453], [702598919], [3669734], [6329789], [71155031]]","setMemberAge"
"6108",7,4,1,1.42867071083578,4.17,5,"[[50268386], [992], [1578], [799891], [9], [8516], [15], [1198877], [77759], [1671]]","setMemberAge"
"7108",7,7,1,1.44138821973818,4.68,6,"[[84649], [50268386], [313453], [4714996], [74734], [863], [655546175], [1], [758], [886155794]]","setMemberAge"
"8108",7,8,2,1.24354332453678,5.44,6,"[[6171], [0], [57779], [799891], [175654687], [67], [67458990], [7], [885], [4885085]]","setMemberAge"
"9108",7,9,3,1.18558002682231,5.88,7,"[[83], [148424], [43287064], [175654687], [799891], [67], [67458990], [7], [885], [3581]]","setMemberAge"
"1022",7,10,3,1.16150764095636,6.47,8,"[[72267767], [80552], [1975541], [6], [8], [9], [748], [77759], [1198877], [4885085]]","setMemberAge"
"1119",7,11,4,0.909670269933012,6.95,9,"[[525964599], [504], [6], [799891], [67458990], [4], [9], [422], [748], [3]]","setMemberAge"
"1218",7,33,5,0.948683298050513,7.2,10,"[[525964599], [504], [7], [95], [67458990], [9], [4], [422], [748], [3]]","setMemberAge"
"1318",7,12,5,0.901720577562695,7.63,10,"[[504], [649794740], [6], [61], [11992544], [67], [9], [9188453], [4], [65845076]]","setMemberAge"
"1418",7,13,6,0.817985329941804,7.97,11,"[[422], [1975541], [8], [6], [67], [9], [4], [885], [3820537], [9]]","setMemberAge"
"1518",7,14,6,0.82194890352138,8.38,12,"[[798], [148424], [6], [95], [649794740], [9], [35334919], [6], [4], [9]]","setMemberAge"
"1618",7,15,7,0.849176071259665,8.67,13,"[[649794740], [9798], [61], [44], [53], [422], [64], [9], [4], [43]]","setMemberAge"
"1718",7,16,7,0.728010988928053,9.1,14,"[[1975541], [5], [649794740], [67], [43], [64], [422], [9], [4], [27]]","setMemberAge"
"1818",7,17,8,0.655438784326958,9.48,15,"[[148424], [6], [43], [7], [43], [67], [9], [844525], [64], [34]]","setMemberAge"
"1918",7,18,8,0.486929152957595,9.77,15,"[[798], [7], [9798], [6], [43], [34], [67], [9], [7], [43]]","setMemberAge"
"2018",7,19,9,0.217944947177034,9.95,16,"[[3], [6], [67], [7], [148424], [61], [64], [20], [7], [34]]","setMemberAge"
"2115",7,20,9,0.099498743710662,9.99,17,"[[43], [61], [7], [43], [61], [6], [4], [9], [6], [798]]","setMemberAge"
"2212",7,21,10,0,10,18,"[[27], [9], [7], [95], [59], [43], [64], [7], [34], [6]]","setMemberAge"
"3109",8,1,0,1.34055958465113,2.23,2,"[[523997], [876942309], [26197], [124971], [88294240], [8299], [638], [55550659], [547], [4001]]","setMemberAge"
"4109",8,2,0,1.3076696830622,2.9,3,"[[395905], [922099550], [4216935], [6629083], [5186482], [1563], [20216], [3611015], [58263], [61508]]","setMemberAge"
"5109",8,3,1,1.38920840769123,3.49,4,"[[60441995], [8088664], [740], [536301280], [5], [637493954], [660944437], [3663055], [54240059], [67450]]","setMemberAge"
"6109",8,4,1,1.25199840255489,3.85,5,"[[434252997], [710502449], [19396], [15074707], [3448793], [666135652], [24861101], [95112490], [512732], [9]]","setMemberAge"
"7109",8,7,2,1.0970870521522,4.42,6,"[[6], [917912800], [5], [634306162], [7325867], [514860], [219], [7431], [315], [572448100]]","setMemberAge"
"8109",8,8,2,1.24080618953969,5.02,7,"[[7233345], [390250], [35], [1530], [639405], [640163651], [49442593], [5], [512732], [4473]]","setMemberAge"
"9109",8,9,2,1.2284543133548,5.47,8,"[[7], [28145680], [9787], [3], [860564], [9586557], [666135652], [71400], [5881828], [11726]]","setMemberAge"
"1023",8,10,3,1.17690271475598,5.93,8,"[[7233345], [390250], [35], [344612], [4], [49442593], [33], [42599419], [67377], [4473]]","setMemberAge"
